Name,Title,Source,Published At,Link,Sentiment,Activity,Description,Unnamed: 0,Scheme/Initiative,Description.1,Unnamed: 2,Name ,Initiative,No.
,,,,,,Addressed issues related to transport sector funding,Focused on securing and managing funds for the transport sector.,,,,,Nitin Gadkari,,
Nitish Kumar,"Tejashwi hurls Ã¢ÂÂTaliban ruleÃ¢ÂÂ barb at Nitish govt after man stripped, tortured in BiharÃ¢ÂÂs Araria","{'name': 'ThePrint', 'icon': 'https://lh3.googleusercontent.com/haO6a652o2FAsyhyEPHevk4BGBw8m-El3DJNqMgwfIPjKF7TWXmhK-FXZzl-tqD9sH6nci6bYA', 'authors': ['Dipak Mishra']}","08/29/2024, 12:30 AM, +0000 UTC",https://theprint.in/india/tejashwi-hurls-taliban-rule-barb-at-nitish-govt-after-man-stripped-tortured-in-bihars-araria/2242871/,positive,Elected to Bihar Legislative Assembly (1985),"Nitish Kumar was first elected to the Bihar Legislative Assembly in 1985, marking the beginning of his political career.",0.0,,Program focused on skill development and vocational training.,,,Bihar Skill Development Mission,
Nitish Kumar,"DonÃ¢ÂÂt be lax in crime control, Bihar CM Nitish Kumar tells police","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amit Bhelari']}","07/19/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/dont-be-lax-in-crime-control-bihar-cm-nitish-kumar-tells-police/article68423180.ece,positive,Union Minister for Agriculture (1998-1999),"Served as the Union Minister for Agriculture in the NDA government under Atal Bihari Vajpayee, focusing on agricultural reforms.",,,,,,,
Nitish Kumar,"""Demonic Rule Has Been Established In Bihar..."" Tejashwi Yadav Slams Nitish Kumar Over Araria Incident","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","08/27/2024, 04:00 PM, +0000 UTC",https://www.ndtv.com/video/demonic-rule-has-been-established-in-bihar-tejashwi-yadav-slams-nitish-kumar-over-araria-incident-830694,negative,Union Minister for Railways (2001-2004),"Held the position of Union Minister for Railways, where he implemented various reforms to improve railway services in India.",,,,,,,
Nitish Kumar,Nitish Kumar's JDU joins key BJP allies in questioning Waqf (Amendment) Bill: Report,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","08/23/2024, 11:01 AM, +0000 UTC",https://www.hindustantimes.com/india-news/nitish-kumars-jdu-joins-key-bjp-allies-in-questioning-waqf-amendment-bill-report-101724407083958.html,neutral,Chief Minister of Bihar (2000),Briefly served as the Chief Minister of Bihar for a short period in 2000 before resigning.,,,,,,,
Nitish Kumar,For the love of cricket - Nitish Kumar's journey from Canada to USA,"{'name': 'ESPNcricinfo', 'icon': 'https://lh3.googleusercontent.com/1F5q05f6DSmrJdzUivT_FtnrMvAJNXtd-Plv06ozSQBoVO1zaRrCqqg8JNOKpzb2vJUwvFpftQ', 'authors': ['Himanshu Agrawal']}","06/05/2024, 07:00 AM, +0000 UTC",https://www.espncricinfo.com/story/t20-world-cup-2024-nitish-kumar-from-canada-to-usa-all-for-the-love-of-cricket-1436243,negative,Chief Minister of Bihar (2005-2014),"Returned as Chief Minister in 2005 and served until 2014, focusing on governance and development in Bihar.",,,,,,,
Nitish Kumar,"Nitish eyeing Assembly polls, JD(U) rejig balances caste equations, focuses on Ã¢ÂÂLuv-KushÃ¢ÂÂ base, EBCs","{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Santosh K Singh']}","08/26/2024, 07:59 AM, +0000 UTC",https://indianexpress.com/article/political-pulse/nitish-kumar-bihar-assembly-polls-caste-equations-ebc-9533752/,positive,Chief Minister of Bihar (2015-present),"Currently serving as the Chief Minister of Bihar since February 22, 2015, making him the longest-serving chief minister of the state.",,,,,,,
Nitish Kumar,Will 'caste-entrenched' Bihar accept Prashant Kishor's politics of Ã¢ÂÂchangeÃ¢ÂÂ? Here is what makes him confident | Mint,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis', 'authors': ['Akriti Anand']}","08/26/2024, 01:06 PM, +0000 UTC",https://www.livemint.com/politics/news/prashant-kishor-fit-in-bihar-caste-politics-jan-suraaj-assembly-elections-here-what-makes-him-confident-jdu-nitish-lalu-11724670615924.html,positive,Formation of the Grand Alliance (2015),Played a key role in forming the Grand Alliance with RJD and Congress to challenge the BJP in the 2015 Bihar Assembly elections.,,,,,,,
Nitish Kumar,"PM Modi faces Budget pressure as Nitish Kumar seeks Rs 30,000 crore aid","{'name': 'Business Standard', 'icon': 'https://lh3.googleusercontent.com/AT8iZRL6eUcqE6QveDcDvxkWRmUmyT_OzkkVmZ20YRlylJqSMypckPekPjhINXiSTA47GzKicg', 'authors': ['Ruchi Bhatia']}","07/09/2024, 07:00 AM, +0000 UTC",https://www.business-standard.com/budget/news/pm-modi-faces-budget-pressure-as-nitish-kumar-seeks-rs-30-000-crore-aid-124070900469_1.html,neutral,Implementation of the Bihar Right to Service Act (2011),Advocated for the Right to Service Act to ensure timely delivery of public services to citizens.,,,,,,,
Nitish Kumar,Waqf Bill: Will Nitish Kumar Take a U-turn?,"{'name': 'Clarion India', 'icon': 'https://encrypted-tbn0.gstatic.com/faviconV2?url=https://clarionindia.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL', 'authors': ['Mohammad Alamullah']}","08/26/2024, 08:45 AM, +0000 UTC",https://clarionindia.net/waqf-bill-will-nitish-kumar-take-a-u-turn/,positive,Focus on Education Reforms,"Initiated various educational reforms, including the establishment of new universities and improving school infrastructure in Bihar.",,,,,,,
Nitish Kumar,BiharÃ¢ÂÂs Tharu tribe tired of Nitish KumarÃ¢ÂÂs u-turns,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amarnath Tewary']}","05/21/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/elections/lok-sabha/bihars-tharu-tribe-tired-of-nitish-kumars-u-turns/article68196753.ece,positive,Advocacy for WomenÂs Empowerment,"Promoted initiatives aimed at empowering women, including schemes for women's safety and education.",,,,,,,
Nitish Kumar,"""Will Touch Your Feet If..."" Nitish Kumar Tells Official To Expedite Road Work","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","07/10/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/video/will-touch-your-feet-if-nitish-kumar-tells-official-to-expedite-road-work-813053,negative,Criticism of the BJP's Economic Policies,"Frequently criticized the BJP's economic policies, arguing they neglect the needs of the poor and marginalized communities.",,,,,,,
Nitish Kumar,Nitish Kumar's two-word advice to Narendra Modi at NDA meeting: Ã¢ÂÂJaldi KijiyeÃ¢ÂÂ | Mint,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis'}","06/06/2024, 07:00 AM, +0000 UTC",https://www.livemint.com/politics/news/nitish-kumar-advice-to-narendra-modi-government-formation-nda-meeting-jaldi-kijiye-bjp-chandrababu-naidu-jdu-11717641685542.html,positive,Support for the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Advocated for the effective implementation of MGNREGA to provide employment opportunities in rural areas.,,,,,,,
Nitish Kumar,Struggling ally to a crucial link: How Nitish Kumar retained significance,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Prashant Jha']}","06/04/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/nitish-kumar-what-the-next-5-years-hold-for-key-leaders-101717515985998.html,neutral,Engagement in Discussions on Law and Order,"Focused on improving law and order in Bihar, leading to significant reductions in crime rates during his tenure.",,,,,,,
Nitish Kumar,Bihar CM Nitish KumarÃ¢ÂÂs son Nishant says no to politics,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amit Bhelari']}","07/27/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/bihar-cm-nitish-kumars-son-nishant-says-no-to-politics/article68453914.ece,positive,Support for Infrastructure Development,"Promoted infrastructure development projects, including roads, bridges, and public transport systems in Bihar.",,,,,,,
Nitish Kumar,"As BJP Weighs Nitish Kumar's Terms, A Lesson From His INDIA Bloc Exit","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/2024-lok-sabha-election-result-nitish-kumar-india-bloc-pm-modi-3-0-government-as-bjp-weighs-nitish-kumars-terms-a-lesson-from-his-india-bloc-exit-5831733,positive,Advocacy for Social Justice,"Consistently advocated for social justice, focusing on the rights of marginalized communities, including Dalits and backward classes.",,,,,,,
Nitish Kumar,Nitish KumarÃ¢ÂÂs absence from PM ModiÃ¢ÂÂs public meeting on April 16 sets tongues wagging,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amarnath Tewary']}","04/18/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/other-states/nitish-kumars-absence-from-pm-modis-public-meeting-on-april-16-sets-tongues-wagging/article68076110.ece,positive,Criticism of the Central Government's Handling of Flood Relief,"Criticized the central government's response to flood relief efforts, advocating for better support for affected communities in Bihar.",,,,,,,
Nitish Kumar,"""Will Touch Your Feet..."": Nitish Kumar Raps Official Over Pending Road Work","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","07/10/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/will-touch-your-feet-if-you-want-nitish-kumar-tells-official-to-expedite-road-work-6075624,positive,Support for Skill Development Programs,Launched skill development initiatives to enhance employability among youth in Bihar.,,,,,,,
Nitish Kumar,An unusual Nitish Kumar,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Sobhana Nair']}","07/09/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/opinion/op-ed/an-unusual-nitish-kumar/article68381842.ece,positive,Engagement in Legislative Advocacy for Health Care,"Advocated for improvements in healthcare infrastructure and services in Bihar, focusing on rural health issues.",,,,,,,
Nitish Kumar,Meet the other Nitish Kumar who loves swapping teams,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","06/04/2024, 07:00 AM, +0000 UTC",https://timesofindia.indiatimes.com/world/us/meet-the-other-nitish-kumar-who-loves-switching-teams/articleshow/110708535.cms,positive,Criticism of the Government's Approach to Education,Raised concerns about the quality of education and called for reforms to improve educational standards in Bihar.,,,,,,,
Nitish Kumar,Nitish Kumar skipped NITI Aayog meet over refusal of special category status to Bihar: CPI(ML) Liberation leader,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","07/28/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/nitish-kumar-skipped-niti-aayog-meet-over-refusal-of-special-category-status-to-bihar-cpiml-liberation-leader/article68456215.ece,positive,Support for the Implementation of the Forest Rights Act,Advocated for the rights of forest-dwelling communities and the implementation of the Forest Rights Act.,,,,,,,
Nitish Kumar,"Nitish Kumar probably left INDIA bloc fearing Ram temple wave, it proved unfounded: Dipankar Bhattacharya","{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ'}","06/21/2024, 07:00 AM, +0000 UTC",https://indianexpress.com/article/india/nitish-kumar-india-bloc-ram-temple-wave-nda-dipankar-bhattacharya-9407138/,positive,Engagement in Discussions on Minority Rights,"Actively participated in discussions regarding the rights of religious and ethnic minorities, advocating for inclusive policies.",,,,,,,
Nitish Kumar,The importance of being Nitish Kumar in Indian politics: All eyes on him again,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Arun Kumar']}","06/04/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/the-importance-of-being-nitish-kumar-in-indian-politics-all-eyes-on-him-again-101717497912148.html,neutral,Criticism of the Government's Handling of Employment,"Criticized the government's approach to employment generation, advocating for targeted job creation initiatives.",,,,,,,
Nitish Kumar,"Ã¢ÂÂYou are a woman... you donÃ¢ÂÂt know anything,Ã¢ÂÂ: Bihar CM Nitish Kumar shouts at RJD MLA Rekha Devi in Assembly","{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amit Bhelari']}","07/24/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/nitish-loses-cool-shouts-at-rjd-mla-rekha-devi-in-assembly/article68441798.ece,positive,Support for Disaster Management Initiatives,"Promoted policies aimed at improving disaster preparedness and response in Bihar, particularly in flood-prone areas.",,,,,,,
Nitish Kumar,Former Speaker Meira Kumar slams Nitish and Modi over special status,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amit Bhelari']}","07/13/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/former-speaker-meira-kumar-slams-nitish-and-modi-over-special-status/article68396940.ece,positive,Advocacy for Clean Drinking Water,Launched initiatives to ensure access to clean drinking water in rural and urban areas of Bihar.,,,,,,,
Nitish Kumar,Nitish Kumar Should Press For Special Status For Bihar: Tejashwi Yadav,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/11/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/nitish-kumar-should-press-for-special-staur-for-bihar-tejashwi-yadav-5862172,positive,Engagement in Legislative Advocacy for Animal Rights,Supported measures aimed at protecting animal rights and promoting humane treatment of animals.,,,,,,,
Nitish Kumar,T20 World Cup not Lok Sabha Election: How the other Nitish Kumar made a huge impact,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","06/07/2024, 07:00 AM, +0000 UTC",https://timesofindia.indiatimes.com/world/us/t20-world-cup-not-lok-sabha-election-how-the-other-nitish-kumar-made-a-huge-impact/articleshow/110791314.cms,positive,Criticism of the Government's Approach to Corruption,"Raised concerns about corruption in politics and public services, advocating for transparency and accountability.",,,,,,,
Nitish Kumar,"T20 World Cup 2024: In USA's Victory Over Pakistan, This Nitish Kumar Played A Key Role","{'name': 'NDTV Sports', 'icon': 'https://lh3.googleusercontent.com/sXxBVh8-O2ES4qxBT6SVUfw64x1ZAEd6HTaweDqieh47Ne5oApAnTNn4QU3rZ9ALH0QdM9TvAw', 'authors': ['Sahil Bakshi']}","06/07/2024, 07:00 AM, +0000 UTC",https://sports.ndtv.com/t20-world-cup-2024/n-usas-victory-over-pakistan-nitish-kumar-played-a-key-role-5836754,positive,Support for the Implementation of the National Food Security Act,"Advocated for policies ensuring food security for all, particularly for marginalized communities in Bihar.",,,,,,,
Nitish Kumar,"""Special Category Status Demand For Bihar Fully Justified"": Nitish Kumar Party MLA","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/special-category-status-demand-for-bihar-fully-justified-nitish-kumar-party-mla-5832993,positive,Engagement in Discussions on Urban Development,"Participated in discussions focused on urban development, advocating for inclusive growth that benefits all sections of society.",,,,,,,
Nitish Kumar,CM: Make eye hospat IGIMS ready soon,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/26/2024, 11:10 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/patna/cm-nitish-kumar-inspects-construction-of-superspecialty-eye-hospital-at-igims/articleshow/112819888.cms,positive,Criticism of the Government's Handling of Health Crises,"Criticized the government's preparedness for health crises, advocating for better healthcare infrastructure and systems.",,,,,,,
Nitish Kumar,Bihar: CM Nitish Kumar gives go-ahead to expedite work for civil enclave at Purnea airport,"{'name': 'The Financial Express', 'icon': 'https://lh3.googleusercontent.com/7Pto2nueu4Ypd82Lbwt-H8zc7N11NtU3pdvipt8Y5bjvxZT2a5nXJ1N4gcwQ-eUIGRfvaGtl'}","08/25/2024, 10:47 AM, +0000 UTC",https://www.financialexpress.com/business/airlines-aviation-bihar-cm-nitish-kumar-gives-go-ahead-to-expedite-work-for-civil-enclave-at-purnea-airport-3591834/,neutral,Support for Renewable Energy Initiatives,Advocated for the promotion of renewable energy sources as a means to combat climate change and promote sustainable development.,,,,,,,
Nitish Kumar,Bihar Minister quashes Tejashwi Yadav's 'money for transfer postings' charge,"{'name': 'Daijiworld.com', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.daijiworld.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/28/2024, 02:01 PM, +0000 UTC",https://www.daijiworld.com/index.php/news/newsDisplay?newsID=1221358,positive,Engagement with Civil Society Organizations,Actively engaged with civil society organizations to understand grassroots issues and advocate for policy changes.,,,,,,,
Nitish Kumar,Nitish Kumar memes dominate social media as Bihar CM likely to be kingmaker,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ', 'authors': ['Arfa Javaid']}","06/04/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/trending/nitish-kumar-memes-dominate-social-media-as-bihar-cm-likely-to-be-kingmaker-101717504238278.html,neutral,Criticism of the Government's Approach to Youth Unemployment,Voiced concerns over youth unemployment rates and advocated for targeted initiatives to create job opportunities for young people.,,,,,,,
Nitish Kumar,Patna: Bihar Chief Minister Nitish Kumar greets NDA candidates Manan Kumar and Upendra Kushwaha after being elected unopposed #Gallery,"{'name': 'Social News XYZ', 'icon': 'https://lh3.googleusercontent.com/NJa66MiYmKNIavlxIbLX3Y7h0mtC1-CjWtFvpMZLuTl-2QTnp-hnXKIBh42Vmy-WOb_lt074Ug'}","08/27/2024, 05:31 PM, +0000 UTC",https://www.socialnews.xyz/2024/08/27/patna-bihar-chief-minister-nitish-kumar-greets-nda-candidates-manan-kumar-and-upendra-kushwaha-after-being-elected-unopposed-gallery/,positive,Support for Cultural Preservation,"Advocated for the preservation of Bihar's rich cultural heritage, promoting initiatives that celebrate and protect local traditions and arts.",,,,,,,
Nitish Kumar,Nitish Kumar leaves for Delhi ahead of Lok Sabha poll results,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","06/02/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar-cm-nitish-kumar-delhi-jdu-bjp-lok-sabha-poll-results/article68242544.ece,positive,Criticism of the Government's Handling of Agricultural Issues,Criticized policies that negatively impact farmers and called for better support systems for the agricultural sector.,,,,,,,
Nitish Kumar,"Ã¢ÂÂShall touch your feet, please finish on timeÃ¢ÂÂ, Nitish Kumar raps official over delay in a road project","{'name': 'The Economic Times', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","07/10/2024, 07:00 AM, +0000 UTC",https://m.economictimes.com/news/politics-and-nation/shall-touch-your-feet-please-finish-on-time-nitish-kumar-raps-official-over-delay-in-a-road-project/videoshow/111639007.cms,positive,Support for Initiatives Addressing Domestic Violence,Advocated for stronger laws and support systems to address domestic violence and ensure the safety of women.,,,,,,,
Nitish Kumar,Nitish Kumar close confidante and former IAS officer joins JD(U),"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Amit Bhelari']}","07/10/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/bihar/nitish-kumar-close-confidante-and-former-ias-officer-joins-jdu/article68385049.ece,positive,Engagement in Legislative Advocacy for Child Rights,Supported initiatives aimed at protecting children's rights and ensuring access to education and healthcare.,,,,,,,
Nitish Kumar,Nitish Kumar Reddy flexes his seam-bowling all-round credentials,"{'name': 'ESPNcricinfo', 'icon': 'https://lh3.googleusercontent.com/1F5q05f6DSmrJdzUivT_FtnrMvAJNXtd-Plv06ozSQBoVO1zaRrCqqg8JNOKpzb2vJUwvFpftQ', 'authors': ['Sidharth Monga']}","04/10/2024, 07:00 AM, +0000 UTC",https://www.espncricinfo.com/story/ipl-2024-thought-process-and-planning-stand-out-as-nitish-kumar-reddy-makes-a-mark-1428599,positive,Criticism of the Government's Approach to Public Safety,"Raised concerns about rising crime rates and called for stronger measures to ensure public safety, particularly for women and children.",,,,,,,
Nitish Kumar,Bihar: Speculations rife that Nitish Kumar's son may enter politics,"{'name': 'The Economic Times', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","06/18/2024, 07:00 AM, +0000 UTC",https://m.economictimes.com/news/politics-and-nation/bihar-speculations-rife-that-nitish-kumars-son-may-enter-politics/articleshow/111091845.cms,positive,Support for Digital Literacy Initiatives,"Advocated for programs aimed at enhancing digital literacy, particularly in rural areas, to bridge the digital divide.",,,,,,,
Nitish Kumar,"Chandrababu Naidu's TDP To Get 4 Ministers, Nitish Kumar's JDU 2 In Modi 3.0: Sources","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Abhimanyu Kulkarni']}","06/09/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/nitish-kumars-party-to-get-2-cabinet-berths-in-modi-3-0-sources-5845020,positive,Engagement in Discussions on Trade Policies,"Participated in discussions on trade policies, advocating for measures that protect local industries and promote fair trade practices.",,,,,,,
Nitish Kumar,"Nitish Kumar eyes key ministries, TDP's Rammohan Naidu poised for cabinet inclusion: What we know so far | Mint","{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis'}","06/08/2024, 07:00 AM, +0000 UTC",https://www.livemint.com/politics/news/tdp-leader-kinjarapu-rammohan-naidu-modi-nitish-kumar-lok-sabha-elections-2024-nda-jdu-alliance-berths-politics-11717818999126.html,positive,Criticism of the Government's Handling of Social Welfare,"Criticized the central government's social welfare schemes, advocating for more effective implementation that truly benefits the intended beneficiaries.",,,,,,,
Nitish Kumar,"Won't Do Any Work Of Muslims, Yadavs: Nitish Kumar's Party MP Sparks Row","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","06/17/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/wont-do-any-work-of-muslims-yadavs-nitish-kumars-party-mp-sparks-row-devesh-chandra-thakur-5910333,positive,Support for Initiatives to Combat Human Trafficking,"Advocated for measures aimed at preventing human trafficking and providing assistance to victims, emphasizing the need for stronger legal frameworks and enforcement.",,,,,,,
Nitish Kumar,Will keep my turban at Lord Ram's feet: Nitish Kumar's deputy on his old vow,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","07/02/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/will-keep-my-turban-at-lord-rams-feet-nitish-kumars-deputy-on-his-old-vow-101719909088782.html,neutral,Engagement in Public Awareness Campaigns,"Initiated public awareness campaigns on various social issues, including health, education, and women's rights, to promote informed citizenship.",,,,,,,
Nitish Kumar,The 3 ministries Nitish KumarÃ¢ÂÂs JD(U) will have its eyes on,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Santosh K Singh']}","06/05/2024, 07:00 AM, +0000 UTC",https://indianexpress.com/article/political-pulse/nitish-kumar-jdu-ministries-nda-9374353/,positive,Support for Accessible Public Transport,"Advocated for improvements in public transport systems to ensure accessibility for all, particularly for the elderly and disabled.",,,,,,,
